Day,Match_Day,Date,Referee,Team,Opponent,Formation,Possession,Open_Play_Pass,Passes_Completed,Passes_Under_Pressure,Ground_Passes,High_Passes,SoT%,G/SoT,Avg_Shots_Distance,FK_Shots,PK,Shot_Creating_Actions,Successful_Dribbles,Final_Third_Entries,Final_Third_Entries_Allowed,Save%,Clean_Sheet,PK_Allowed,Defensive_Actions,Aerial_Battles_Won%,OG,xG,xGA,npxG,npxGA,Scored,Conceded,xpts,Net_npxG,PPDA,Allowed_PPDA,Total_Points,Pts,Total_Goals,Total_Conceded,Result,Home_Shots,Home_SoT,Home_Fouls,Home_Corners,Home_Yellow,Home_Red,Away_Shots,Away_SoT,Away_Fouls,Away_Corners,Away_Yellow,Away_Red
Thu,5.0,08/29/2019 20:00,M Dean,Norwich,West Ham,4-3-2-1,69.11309769932907,437.4190220317643,455.8841629784314,112.75782790939324,147.29992735547907,87.5583817632599,19.56842044123966,0.3199176604253912,15,0,-0.13087491255913783,12.171677150125191,56.225332160694784,6.396925761900689,3.1341763561981866,63.55484179431682,0.43064850324634385,0.307096339020428,0.17659515600265324,55.11426925727806,-0.11714978670959852,1.7970034743686578,2.6689963427978416,2.159008578750844,2.2876880878873487,-0.0361863869434067,0,0.7450658793917742,-0.5818810451182236,-4.472110879725285,17.4251790074489,38,0,26,16,w,15,3,8,4,0,0,10,3,10,3,2,0
Mon,21.0,01/24/2020 20:00,A Taylor,Newcastle,Chelsea,4-3-3,41.976959923575464,281.59101501655243,208.80688580441168,34.417513667540796,455.24820024264636,156.3288953833224,34.78151441233492,-0.11136577373344586,22,0,0.3073469092234386,37.078297473976065,62.54778693841157,8.425847468060967,7.5497966796727365,83.92438057824448,0.5899953587049068,0.5169808777415004,1.1568360716279718,47.042202569845536,-0.03961745684073099,1.9921102174009149,1.7539734451906486,1.519192488503782,0.6888196489296653,1.430962509732478,1,2.0325189575225866,-2.4089436308446466,-0.42572691235413807,-3.0191136282827404,1,0,0,33,d,6,3,5,8,0,0,8,6,11,7,0,0
Sun,29.0,01/09/2020 20:00,J Moss,Chelsea,Southampton,4-2-2-2,49.20430025052148,259.39176166722035,404.28965052760424,92.63957832704251,215.58093265110955,103.19605877979461,39.46014086838788,0.334585104062297,14,0,-0.2790375524207984,-4.717188473342212,74.38315064384057,13.608635501564358,0.5054715054047687,49.45065779429702,0.37286171054774264,-0.10093698056574313,0.7701815964508552,51.80017546179701,0.04206434559835311,1.9577989162551224,2.3175544569224895,1.9256487746427509,0.4809537244908082,0.791741547015998,0,1.551275420423914,0.37119896790672846,3.09165501731829,10.241590707865992,53,0,60,48,d,7,6,13,9,3,0,12,3,9,4,2,0
Thu,1.0,09/17/2019 20:00,M Dean,West Ham,Sheffield United,3-4-3,59.89020669578264,584.8784023948922,345.34933504432007,77.49188444634639,395.96007251233436,116.62373361540995,31.3986064151948,0.2545599737751346,14,0,0.10445262614486601,5.223038334150916,60.674068810951525,12.675842286098405,10.660677253066773,20.014331723543783,0.8867876023966532,0.4450787401314499,-0.4162732788981439,58.49945879186012,0.04145608717432167,2.308590033143826,1.3848234032472504,1.2593989169842659,0.7896618246845736,1.6616762276844446,1,1.8005417029688635,0.22961325961507045,18.924651778158704,6.95726930671631,27,0,15,1,d,10,3,13,0,1,0,5,5,7,3,0,0
Tue,6.0,09/06/2019 20:00,R Jones,Wolves,Norwich,3-4-1-2,52.82476068409852,331.3481999325702,489.2103398926273,87.09829752451782,176.79205484846614,125.9191605838268,56.89882412759793,0.2841790105223013,18,1,0.6286918536525233,5.988912600674695,54.419512897445614,8.05708995573266,2.981511556724969,100.0,-0.014614291456369999,-0.5231022459073977,1.5526916586108515,46.4915104857198,0.01468954555427886,2.1376837497987067,2.934296687510921,1.5514616630472864,1.225264823040157,0.5715336383906795,0,0.8062308264109981,2.4373755321373456,13.017961153808288,8.985677718253982,33,0,15,29,w,13,2,14,5,0,0,9,2,12,4,1,0
Mon,16.0,09/08/2019 20:00,R Jones,Watford,Everton,4-4-2,38.10056446320416,558.2427552384875,516.035523917087,113.19075042992577,423.7289682535539,104.99622711170676,30.314496258825546,0.33410124018515186,18,1,0.2685042717997209,24.5328196369204,68.68466930716833,14.87359417876561,8.593013804278906,58.98011564353169,0.9828455351938823,0.5027459594422146,0.012414762942642321,55.18250226535294,-0.12032671893397659,2.1393293721140125,2.813826230079854,1.6665787612886116,1.0590065206162824,0.5366802918406964,1,1.463773087496184,-2.3740602458042064,0.3566928846618662,-5.218597318650069,5,1,3,29,l,12,2,10,3,2,0,13,1,19,0,1,0
Thu,1.0,12/06/2019 20:00,P Bankes,Crystal Palace,Tottenham,4-2-3-1,48.52502402348031,650.7773093811066,126.25945408139239,61.91354386011358,553.1526686828746,96.57824827631212,63.15103729567053,0.3468417460728744,14,1,-0.3520356323975219,30.004901997819342,86.46332236738222,6.788131002003375,2.5962982183471652,50.183210626683696,-0.7016534966394918,0.15799959983731615,0.8313315689297639,69.52720183706845,0.0819617930397123,2.408172506465446,-0.37420457280191366,1.229720266074667,1.4090496219218391,3.8724083064826686,0,2.6865324360340006,-1.582221679428288,16.01427078892354,13.03260970500739,0,0,18,1,d,16,3,9,7,1,0,10,8,8,2,3,0
Thu,13.0,01/27/2020 20:00,G Scott,Sheffield United,Watford,4-1-4-1,30.0,380.21108761134917,262.65095911330354,65.20549552175216,378.4606739624361,108.96750047201313,31.179168204162153,0.5843751878911836,14,0,-0.48710429747003525,8.11397287327481,61.93037477933393,9.851580576073317,7.214985181028266,75.33797420852456,0.34200031516849294,-0.38147584459540707,1.1729318878154535,56.391818587811976,-0.08097254509948593,-1.2833613999151936,1.6650150743816496,2.1477649328323785,1.3265732394188563,-0.24097554539375943,2,2.172371368450122,-1.3782480554761753,21.878179997120725,9.845305267909156,41,3,29,19,d,17,2,11,3,2,0,11,4,9,0,2,0
Fri,15.0,01/24/2020 20:00,P Bankes,Watford,Newcastle,4-2-2-2,32.21249714643649,412.79170947598806,284.842907922418,114.41793454600891,218.49036966001933,60.0408279072732,30.19868490560248,0.025187421426820067,16,0,-0.10076024330298874,27.219188362836835,107.4044801638874,7.91305634329546,9.3501908557861,100.0,0.33113997566602904,0.6987854126154874,0.8983347028050921,51.594211516714125,-0.09021005404053703,0.0909518042537325,0.6235945844747168,0.6217009898830048,2.200446944484576,2.8320344598073888,0,1.1947342789122473,-0.5658725054452982,19.878579025751982,17.11501935631067,59,2,0,29,w,11,6,18,3,0,0,7,4,4,4,3,0
Mon,27.0,08/25/2019 20:00,S Hooper,Aston Villa,Liverpool,4-1-4-1,52.03094633164549,501.31618407383206,268.77363808026513,137.1759986744238,133.5078012914988,149.85282851076448,26.60568038160231,0.34506561380905426,13,1,-0.19380542079051363,17.983400786054823,90.52626680311218,3.4324251601086617,15.027893112816953,43.221594223937146,0.35652353317568075,-0.6848826584161756,0.134110791136545,57.47788884090974,0.0103115743380187,1.2915690435981195,1.4082026437244723,1.0941806596828219,0.24900581011055967,1.6605724994219226,3,1.3497696999083701,0.4242263240852617,7.497383436762276,12.123831760671342,12,0,33,27,w,12,7,12,13,0,0,8,3,6,11,0,0
Tue,15.0,12/24/2019 20:00,D Coote,Watford,Southampton,3-4-3,70.0,352.51960460054204,309.6591043663283,117.14341649536708,298.4756541831749,88.02591256360903,25.5984893724971,0.5030199619132673,15,0,0.011068099281191832,20.323165284214593,49.10950707119581,8.504422370072632,4.406803125133004,69.90742757428706,-0.26454529991721026,0.06029509882770579,-1.1215109228713356,67.43918651196276,-0.027931052815120823,0.23242351696181984,2.3849614481487857,2.059307216459893,1.4850402402140497,0.867842340182228,0,1.8682956032127382,-0.44187567604747047,17.098536945316464,21.935259535496712,21,1,0,7,d,17,5,8,4,0,0,12,0,5,9,0,0
Tue,28.0,01/26/2020 20:00,S Hooper,West Ham,Watford,3-4-1-2,41.657170320598226,523.800834615672,331.3027908845692,115.26223433959571,266.41524055762716,91.61979384780108,27.189277609700774,0.6150120427193815,22,0,-0.03732706280669572,33.38260430456458,74.92358844109053,10.612634579984684,2.179791353803897,100.0,0.3412291060834375,0.965583381160154,-0.9867936407826093,55.90094566028924,0.04359439203034058,1.8989212638674227,1.2786133597405378,0.9453541653134739,0.6581267066124266,2.117282786985947,0,1.740632507837152,-0.27160241791987866,3.9365823072628707,-0.9073620017558355,0,1,17,26,d,4,5,6,5,1,0,16,2,7,6,5,0
Sun,9.0,10/14/2019 20:00,M Dean,Manchester United,Wolves,4-3-2-1,34.54283034288528,506.0262101084642,413.2362827248886,87.01218431661431,360.6409190538765,132.86967907796364,51.684989565972145,-0.3619885829610462,14,0,0.1021670666607862,21.091734503969228,77.60748813818682,7.936870137979663,10.068945425561282,74.71134295490906,0.5782919347990805,0.18316622552796102,0.5330280671856958,71.06981136015834,-0.13208049270170194,2.609962809909824,1.1040011911535048,2.393117525540563,-0.38229161297999403,2.825962217564321,1,0.8899979790300574,2.2675496905018493,7.954638651896971,0.9850017185352549,2,0,30,9,d,18,3,6,6,1,0,12,0,8,6,0,0
Thu,5.0,01/01/2020 20:00,K Friend,Tottenham,Everton,4-1-4-1,61.56925428111592,754.4019363687352,506.52475268317806,159.23308921443373,226.86882814108324,78.95342968548383,33.8418868773388,0.30154713806455563,16,0,0.2781333277171543,11.505782148791798,47.73611207117219,10.714908033987324,2.901170617019028,81.32725167140825,0.4846201868616967,-0.09032849840637697,-0.9509828011027958,39.107883469719745,0.09811167845441078,1.3307069145575965,0.779977081451073,1.024250089189675,2.5417752402672793,1.270054196704302,0,1.1207782215110278,-0.2919085899188001,6.680178839460839,16.29422644005186,10,1,41,2,w,10,9,14,9,2,0,11,4,9,8,2,0
Fri,26.0,10/31/2019 20:00,A Taylor,West Ham,Watford,4-4-2,42.9674141515569,501.5677314832899,206.53835204357503,122.92855362452732,422.69344002424265,93.55183777688977,42.13718492704529,0.5136081017068439,12,1,-0.17612841126642434,21.852852557400787,67.25911666232088,4.361438219381348,8.604681544452193,45.81565121196233,-0.18986453954762766,-0.17713493665088068,0.2662608853123761,46.59735945499105,-0.18208015624786444,0.534356792926959,1.1988702764778296,0.45500839341034016,1.6742040749974159,0.8095874305801112,0,1.7442727112992333,-0.5306503859664322,12.493854787844413,5.621888233761834,14,2,20,41,d,14,0,12,0,1,0,19,3,5,4,1,0
Mon,9.0,12/30/2019 20:00,D Coote,Manchester City,Aston Villa,4-3-2-1,53.0511147711367,506.47398836074075,295.83060750637327,74.26232040575371,522.4348719574025,84.79179140726683,40.67556544583238,0.18244369459969936,18,1,-0.09002206686451683,7.031094433170173,65.64896853943658,6.348663179588034,10.412901838870212,77.99294839686223,0.12516136614244952,-0.3318115417170683,2.7528295265618,58.02348655662435,-0.08914628298796937,1.0618861747869643,0.6941418742098007,1.1807774507856683,0.12181103737748078,1.4684871297314046,0,0.9517553384490463,1.746765147873864,10.76029987661388,21.094488138771343,31,1,16,10,w,0,3,3,6,2,0,0,0,7,3,0,0
Thu,2.0,12/19/2019 20:00,R Jones,Chelsea,Leicester,4-4-1-1,70.0,238.24912832454993,293.12051873627377,120.04806091266262,522.2187791804097,110.26781119135862,13.052068755200672,0.34795676091969474,13,0,-0.21934361199994853,10.621053301658867,21.66983102660366,11.470545019044462,5.588387822771375,79.57160555098339,0.04191770462127031,0.06999135907979304,1.064971266004885,45.11438135071912,-0.11371862493905119,0.7392364182689919,0.10653210739842223,1.5248213653754228,1.7697237507872683,-0.03702982696722712,2,1.521538916656654,-1.3603645522542416,6.28882258320825,2.31785800638138,37,0,17,24,d,18,5,12,2,0,0,16,6,9,1,2,0
Sun,7.0,08/14/2019 20:00,S Scott,Newcastle,Manchester United,4-4-2,55.899443541418805,257.6296541454998,486.04325562697414,67.63863321122028,364.73821628954505,117.2638261747428,25.308258373750483,0.337759538211405,17,0,-0.06022906711072323,11.182698944080169,42.70469719873543,-2.931454148368527,10.02784715439495,42.22569105371605,0.36452125022742454,0.19974531943224377,-0.1797697173308821,42.35081604194799,-0.17696413811357886,0.06548504919330145,1.6535270163424505,1.718904985846378,1.8749496443920317,1.3543329460957507,2,2.6249399000590694,-2.5989651038723904,17.316658718198596,17.70527557093202,23,2,63,9,w,3,5,9,6,3,0,11,3,16,2,4,0
Mon,18.0,09/14/2019 20:00,J Moss,Crystal Palace,Wolves,4-4-1-1,43.05407208698563,468.3622817809467,321.9023472060748,118.0283116858287,267.0581219654628,89.84240138640688,18.615794695622704,0.11082723417168541,13,0,-0.0015491124399156647,14.940967545109952,56.50379513978586,7.665522165076637,6.0101935488187594,31.57782627341122,-0.0506611011455711,-0.40852571448597663,0.5985888874558618,65.77820956685831,-0.3143399969705077,0.9720057013152801,1.4081153058189715,1.9701567787995438,1.3646436087993257,3.7074212217199256,0,1.965911079693258,-1.4295965366557988,11.983933017152046,21.966069935917464,29,0,31,19,l,2,5,10,3,2,0,22,0,10,2,0,0
Sun,29.0,09/04/2019 20:00,C Pawson,Watford,Leicester,4-3-2-1,31.22951296621244,371.9200015668276,315.3562579927924,105.54326621437944,356.6349248396768,90.88128308203387,19.717401191745903,0.22434331463434867,14,0,0.014356456407458307,22.38813003162295,43.08460227377003,6.305673632938073,5.535447413396792,54.10663531109332,0.7640494397264488,-0.12671476305329996,0.39678796862075594,52.577993657811035,-0.12290247366005008,0.9277847893976403,2.2404216798808703,1.5749946553524548,1.2432024169686526,0.6949896039264328,0,1.2137117229714591,-0.08842471099844765,14.093432114709705,12.8659467118985,14,2,9,18,l,15,5,12,5,0,0,17,9,13,7,1,0
Mon,11.0,12/31/2019 20:00,R Jones,Brighton,Manchester United,4-1-4-1,30.935186762185523,500.7209676914593,409.44496828900725,92.99183198872143,379.6541374028801,135.11228635060706,37.203957910381106,0.6079431701552626,18,0,-0.2802490739514625,23.30213563476329,56.11930976232734,2.3202804072665266,6.067716473434506,84.16513313067614,0.5695011128226568,0.5424219012044166,0.3577030266389934,48.4636137929649,-0.1441776213175097,2.2940819269478734,2.2539898977835096,0.9130374978765037,1.7278552081474665,2.2581522846005937,3,2.130961647916418,2.8302355315606205,6.697698263689506,12.142883028823169,29,0,24,17,d,17,3,9,11,1,0,17,6,13,7,2,0
Thu,7.0,11/22/2019 20:00,G Scott,Burnley,Arsenal,4-1-4-1,49.44713881257561,502.42515212160487,311.0772680760779,61.006693736628755,354.43288226934,112.95186802784868,38.035962850467634,0.41906985456146045,17,0,0.22739153444547627,7.3367451454624835,36.85701669651039,9.794959900531563,3.6134481862599497,85.86679239844885,-0.3494915914142553,-0.13597891754799354,0.40176800628322606,41.832180133308626,0.19696924950625247,1.0266791653652478,-0.43603414102207716,2.924678024750989,1.6866149267862212,1.5255342186833523,4,0.37450126356208724,2.4161736144365578,15.19189870179583,4.256029442135876,26,0,16,14,l,15,3,7,7,0,0,18,4,11,6,3,0
Sun,24.0,09/09/2019 20:00,S Attwell,West Ham,Tottenham,4-2-2-2,51.527040852569385,719.8006826669209,340.97277471026644,128.77630052135936,338.532097064041,125.66966850835097,30.533492267905004,0.7052613392116145,22,1,0.06754945226961442,15.019100460787762,51.33062449234788,1.635329999262738,6.784533833148554,65.6495818678677,0.3958054348895641,0.5409350482517392,-0.0334480923405126,45.10905972683295,0.21027823674457508,1.1359006920881756,-0.09948902354782319,1.9531138426302836,1.7255847258766814,0.2904662011818828,0,1.9342995952756654,1.6658197859635129,17.30985122334372,12.445882263372345,11,0,7,18,w,15,4,11,11,1,0,8,1,15,6,2,0
Mon,22.0,10/01/2019 20:00,M Dean,Sheffield United,Newcastle,4-4-1-1,34.111036524859806,508.89398331420705,500.3242712687829,89.71158317352491,393.0044886165486,86.08379614463703,32.26890740796549,-0.11925099108148379,16,0,0.45941673164832264,11.279376231543516,42.03151825433096,12.715425288201613,11.613445629580177,35.445585899414795,0.8055026914302659,0.3208880233280971,0.286961699187092,53.10423048310128,0.14227320807527696,-0.10987077092705122,0.2888095533537425,2.188517303789941,0.5760609016759914,1.03896966038564,1,2.9170855175485446,0.3260634900992856,17.728165245234194,21.20346854862559,50,1,31,28,d,13,8,11,5,3,0,8,4,10,0,1,0
Thu,1.0,11/30/2019 20:00,D England,Manchester City,Brighton,4-4-1-1,30.0,407.2733357221705,273.16670046686403,97.95188420095906,423.8298482172381,96.35665207685884,52.51898304961786,0.511395521535307,17,0,0.06844801492927298,29.509919438023914,62.96572935278379,0.020978321838768466,12.562344988846522,67.84059483479938,0.748056326916055,0.016014595130798503,1.0052989670536874,43.644283794696506,0.28899264509362216,1.9953041659984727,0.04030628753807086,2.0015004839858177,2.407568711823698,-0.038742585238234595,0,2.1605784153765626,-0.026642843667637636,17.663684528136542,11.181398584214001,16,1,26,33,w,15,6,8,8,2,0,20,4,13,3,1,0
Mon,8.0,12/24/2019 20:00,L Mason,Everton,Burnley,4-2-3-1,36.74894519796705,305.7260678149803,248.93771670935192,103.34721739947106,194.91401013286446,111.38464942093505,0.0,0.23927441419693535,15,1,-0.22946605112907617,31.208079808499324,34.59258376303217,-0.45389174615966965,4.5127403737458325,54.9118899380989,-0.23185787423938525,0.22592811229440612,0.4867556990796824,58.997210839486016,0.3287220328798352,1.4218875497434162,2.857151174260159,1.9466176890007674,-0.17173405201191483,1.3062592163575795,1,1.9891708648208022,-0.2591596280948203,13.306854287894694,4.611063446484301,10,1,15,44,d,13,3,12,3,1,0,16,4,13,0,2,0
Thu,14.0,01/12/2020 20:00,O Langford,Chelsea,Newcastle,4-4-1-1,38.23184782983579,508.67906641772123,309.84489427737884,79.02863769982679,288.9891033665187,101.25912649654381,31.873648878076764,0.4548937549503579,16,0,0.187985845459814,26.356508388965803,76.27151343414371,12.06675915227859,6.007517606554368,47.2042982797429,-0.22993445555563474,0.02638580187252486,1.767641734929338,46.94210346299428,-0.07688418271973999,0.9752629131635886,0.7208868388127184,1.4564031174890277,1.275931542452174,1.3132543632321407,2,1.7919630451348365,-1.6127720522464213,0.7722128165559567,9.563320535320427,3,1,46,25,w,17,10,17,3,3,0,6,7,11,7,0,0
Mon,2.0,12/16/2019 20:00,D Coote,Aston Villa,Wolves,3-5-2,70.0,426.5231118560072,437.7633512851408,65.98266028238439,506.88719506941584,60.08546884002234,31.716890752639173,-0.1794167798620544,18,1,0.032942589274627676,4.4383814137307045,52.4199358875284,4.779984836292251,11.200343578117442,24.80936368734133,0.32362353493381113,0.01941444609967867,-0.018291961265385792,49.799765501673924,-0.11597632308051395,3.613003907069797,2.0241567780626517,1.6740708259410524,1.894109257869982,-0.7670456170863513,0,1.6151550692458752,0.40484449516484633,15.986175274712823,-2.3171329165754386,31,1,16,0,l,18,5,10,1,3,0,15,5,12,8,0,0
Fri,20.0,01/13/2020 20:00,A Madley,West Ham,Liverpool,4-3-2-1,42.83859914803292,470.2965081734045,365.04062222046446,69.24906531613328,216.18753198347653,146.51270249228287,42.9625793680921,0.06940484389161469,21,0,0.00019926828221360215,30.330056457938184,82.41587808175322,9.373607246517414,-1.96198546199391,83.82934723192159,0.22472906624240732,0.11976697226334904,1.0096880982315484,59.89384414569362,0.16757209454401564,2.1861172380263016,1.552179681582305,3.2063399301185767,0.6038429774643789,1.3436000749899426,1,2.581927503663401,0.4981222231772924,7.018052065690289,9.47313482189651,31,1,53,21,l,13,3,13,6,1,0,1,6,6,4,1,0
Tue,13.0,12/07/2019 20:00,S Scott,Southampton,Brighton,4-2-3-1,49.957436081422884,574.3896442833119,410.01815115090545,23.986581998971033,497.8021092004251,120.98157880616263,23.847464046900384,0.5299295167810892,14,0,0.1469807330714638,21.66007396119766,55.803968037622084,7.203639954018238,3.0739486470188053,17.165480566062783,-0.18357682606932751,0.10646857376794339,-0.6487337271223338,66.11365025682547,-0.2790368185649357,1.5683916179173367,3.7952151603668076,2.117762805681741,1.464307744502172,1.0151209596406003,0,0.7653596122950809,0.44006996881111177,11.358084777184233,-5.164089729037098,42,2,22,26,d,5,1,17,4,1,0,9,1,7,6,1,0
Sat,17.0,12/24/2019 20:00,K Friend,Sheffield United,Tottenham,4-2-2-2,30.0,343.297409636452,257.27767227382907,56.52423582863778,152.30505056100208,130.2810230773304,64.19938188205785,0.2191529480741568,17,0,-0.02844992084543349,21.737971231074507,78.11237414124895,11.27147355606921,-0.28118219198436467,89.79728534660552,-0.22920187313575674,0.035125963520180666,1.2436854973287206,54.40903152660239,-0.0767075125950766,0.5768844361403592,2.607708468648952,2.6963704719943635,0.49612222961926655,2.8653824800268946,1,1.7847150391033002,0.31362699569759594,15.043283616842857,7.294230266822507,0,0,0,7,d,19,1,8,10,0,0,13,3,10,4,0,0
Thu,8.0,02/12/2020 20:00,S Hooper,Norwich,Manchester United,4-3-2-1,53.282626297907,448.31654762341753,380.91548862747834,134.13011800596516,178.96121357554745,98.8304634346934,10.767534464940155,0.10878207818897562,10,1,0.43139838693296984,13.880841850914948,68.10749414607562,14.178558180512479,3.0553353443516036,66.46743664683842,-0.5682272680612765,0.16068993423489328,1.027947098034766,24.057502667742074,-0.17665285744763093,2.4625760924456417,0.2683984356170763,0.31938551977791296,0.806069496470686,1.5872687217091994,0,1.4628969532919283,1.0722618829422608,-1.7260443094961069,13.521146756800686,18,4,51,6,w,7,5,7,6,0,0,4,4,9,4,1,0
Mon,2.0,10/22/2019 20:00,D England,Aston Villa,Manchester City,4-4-2,43.173670888358274,549.0993874051959,446.43890276680247,105.82201362442385,193.0469424809586,88.59638323632618,44.038017612414976,-0.03892576063781539,14,0,-0.3199830369025647,16.23909496157739,76.9100505585606,-2.268855019449102,6.297052042137082,66.01793971100395,0.8044315803881532,0.11723930236569159,2.0122743168447847,31.94812920432353,-0.3075092069240223,0.4244296993147203,0.87485654233922,1.4389774649926768,0.649225955194186,3.371779839551736,0,3.4745902291137476,1.7501332650359365,-0.28658016226882665,-4.478839138551546,43,2,0,25,l,15,5,9,4,2,0,6,6,13,2,2,0
Wed,15.0,01/24/2020 20:00,K Friend,Norwich,Tottenham,4-3-3,54.29833002071086,397.8013356732789,395.6339964224133,123.95643377276144,498.1748427813618,113.48270982602907,26.71490702251337,0.39265051373355137,13,0,0.5290487425434149,10.818108854855549,47.87939114863483,1.1904397185925726,10.325090052022862,100.0,-0.3960295054736748,-0.08100017038137514,0.48519559291396197,59.403808426175026,0.18041986876037097,1.31278905632516,2.4191769419209486,2.9603200579361717,2.2916917612992975,4.455828227907574,0,2.045234268954627,-0.28123611195771,6.737581104596808,14.795582521044363,24,1,16,34,l,7,5,1,11,2,0,14,3,11,0,2,0
Wed,17.0,09/17/2019 20:00,C Kavanagh,Brighton,Watford,4-3-2-1,40.79270796262636,408.5149252670217,613.0633558441547,106.8863598303432,235.01790020449872,117.01856727360895,62.85741500476918,0.8553093375884426,21,0,-0.04213427914571882,2.9419563505148325,41.22450195079564,-2.0859001974296305,9.706081067471333,17.721716665030563,-0.19573704746937814,-0.1463013896610386,0.08009681110318723,45.682052855517576,-0.04273856666023102,1.841592470135544,1.9398522448209754,1.252717381316494,-0.005165422602518843,2.089751722438522,1,1.3580221955904486,0.7125239799552437,2.820355620327266,8.64103924660759,36,2,23,35,w,11,4,11,7,0,0,6,4,9,6,4,0
Tue,15.0,11/25/2019 20:00,J Moss,Norwich,Arsenal,4-4-2,57.65051154571447,486.07954498876006,373.5989095685127,138.94412945956557,186.50769612029126,92.1773377902058,30.668944295371993,0.004942259009170558,12,0,0.5197924964603101,12.161345732815043,43.440066211386736,4.3319876749054185,3.74489068043604,68.0657071973626,-0.09668709938176473,0.21817028097791727,1.6146857415622353,57.09215496915677,0.03342275634287913,2.753118258346718,1.955020002101968,2.570046357185295,1.5947055669413672,0.5016453240670924,0,2.1715476936365885,-0.21737135684454564,11.317035337912458,11.077783327283504,33,0,32,0,w,6,4,12,6,1,0,10,4,9,7,1,0
Sat,7.0,02/05/2020 20:00,A Marriner,Manchester City,Bournemouth,3-4-3,54.52980797654893,338.3434853992729,345.32114648487106,60.17553231444743,525.0172914860241,133.07295163287253,78.15127232566999,0.015437595509870894,16,0,0.02800026635277854,12.325308862327235,59.921009878620325,4.9434793945994695,5.770206513752562,37.94917768932257,0.5735253498961943,-0.21457554718338726,1.332380856889539,55.563449925595954,-0.17165899288416528,2.045961026940796,1.0519195270089,2.4804471842400257,2.1717337161013415,1.0481826821855955,0,0.4466319612523424,-2.1653068910513182,12.766445306889329,11.153179393675373,19,0,28,19,l,11,3,12,7,0,0,15,4,14,5,1,0
Sun,11.0,08/22/2019 20:00,S Scott,Tottenham,Brighton,3-4-1-2,38.41024820724809,513.1920507481905,735.8007341844085,57.73721054848903,325.97351926752617,97.98020300746629,21.830671317827523,0.8212256232429616,15,0,-0.40044545778953455,16.968214198113014,79.8941640261257,-0.9327891541509414,4.759813687473915,100.0,0.018725956387609155,0.1666826237657038,1.0971197680646485,15.570964115337162,0.0013983637973273982,1.3831564340015967,1.4922239961527977,2.658247566282053,0.4111755137069526,1.0952280237858845,0,2.807373669832961,-2.1476230453988854,17.087249646629935,10.584053430243083,7,0,30,48,d,12,1,9,7,0,0,14,0,13,2,3,0
Sat,19.0,12/08/2019 20:00,M Oliver,Watford,Norwich,3-5-2,45.16322075353222,337.7635421471588,248.30018027299673,56.493801407889336,598.098620890845,118.48890859343484,61.95846933902099,0.49138563793582457,15,0,0.24883615083638053,27.468905217844785,44.33275539693057,10.075357444698998,1.2410421560933216,80.34792442120151,-0.3987324042637686,-0.1973681308151323,0.24262692096691013,68.23873497629233,-0.11742543051893728,2.7093628236134846,2.39002455686277,2.4241731786451632,1.2627424045467102,0.7327224501240767,1,1.1082985971479333,-0.21865739594924888,7.812345319156092,15.58598998002129,0,0,39,8,d,23,6,9,4,0,0,8,2,13,9,2,0
Sat,7.0,10/22/2019 20:00,S Hooper,Sheffield United,Burnley,4-3-3,42.156868224984635,373.4532322626271,191.78016446250678,151.28019673767525,190.32825065047814,96.6289903168486,24.91390728482103,0.033211229086334115,18,1,0.16556667491146393,20.86335883683953,61.79834148612351,8.533338849794257,11.561743209709707,69.21391224280362,-0.8489135970201516,0.21919951207334346,0.21364401379920078,45.74269130451569,0.24180689103019967,2.1582813882534566,2.634186009713898,-0.3669496715308236,1.7198854384156024,0.5592967818282764,0,-0.5039107290597793,-1.6046443433621767,10.710532221650316,23.630390453361326,19,0,43,50,w,29,3,5,4,2,0,6,2,8,4,3,0
Wed,11.0,08/31/2019 20:00,M Atkinson,Aston Villa,Watford,3-5-2,64.4108235671628,288.6094355445761,464.68509327180215,75.23204162894086,329.4180067709628,56.00163159152218,55.85394239911491,0.4816884284848796,17,0,0.46765052700164866,-0.07692646957952576,83.09219791985457,5.594199727790914,4.818601591783921,54.40702946617064,0.9315229661654258,0.39069774495274334,0.46280860127233503,48.55667990714703,-0.17405818173758703,1.576714720274933,2.2363386164319623,2.7872170676614236,0.7378705069380064,1.5549780776151916,1,1.2861776449878808,-0.98632852320536,10.248949300946647,8.085275952574182,23,0,52,0,d,1,6,11,7,1,0,2,2,3,5,3,0
Mon,24.0,09/18/2019 20:00,O Langford,Liverpool,Aston Villa,4-3-2-1,59.29568432194078,508.6035059900804,537.9456832436215,69.68151215977917,249.34505444380665,94.28074469823322,39.946909665700346,0.8307293763482145,12,0,0.10014796797765166,5.309804059782065,69.72840705326907,14.976831339409753,7.9401015014967795,69.7865747422816,0.3099197512845714,-0.03143571637936851,-0.036840688086725026,51.83792949375421,0.24633467349419455,1.2782911815230376,0.7030311578131785,1.0311304098900314,2.1253675587920453,0.5925824713954193,0,1.9241588164355348,2.43309879830776,22.08055676978764,9.085823412073688,30,0,29,22,d,13,1,9,10,2,0,13,5,11,5,2,0
